UniProt1	UniProt2	Weight
P38159	Q9BYD3	0
Q16514	Q68CZ6	0
Q92766	Q9NUX5	0
O15355	O00566	0
Q9HCG8	Q8IUR0	0
Q14683	P08670	0
Q01970	Q9UHX1	0
P49642	Q9UPZ3	0
Q9H9A5	Q13263	0
Q96EY7	Q7L014	0
Q9UK53	Q9H7L9	0
Q6UB99	P28482	0
Q08722	O75146	0
Q14573	P62424	0
Q9UKG1	Q969U7	0
Q9UM13	Q86US8	0
P35251	P49207	0
O94927	P61201	0
O96017	Q86XI2	0
Q9H7D7	P30260	0
P26718	P78527	0
P78395	O14910	0
P37088	P26006	0
Q96CB8	Q96ED9	0
Q53GS7	P62847	0
P50991	Q68EM7	0
Q13573	Q9NRA8	0
Q96JG6	Q8WUW1	0
Q96L91	Q08945	0
Q96CS2	Q7Z494	0
Q15836	Q9BZM5	0
Q8NBT2	Q8NFJ9	0
O15355	P54132	0
Q8WVK2	P49757	0
P39023	O75446	0
P55060	Q9ULK4	0
Q8IYB3	O95707	0
Q86YF9	Q9NTJ3	0
Q9Y4A5	Q9UP83	0
P35249	Q02153	0
Q92889	Q7L014	0
Q13247	Q9Y6K9	0
Q8IYU8	Q8IU60	0
Q7Z7F7	P61313	0
Q9ULK5	O60885	0
P36897	O43674	0
Q5T653	Q13769	0
Q13084	P62910	0
Q96FC9	P17987	0
Q9UKM9	Q9H7Z6	0
Q04206	Q6R327	0
Q96B97	A5YKK6	0
O14974	Q96DV4	0
Q8WXE1	Q9UJC3	0
Q9NW64	P62701	0
P17181	Q92620	0
Q6DD88	Q13393	0
Q6PGP7	Q07020	0
Q9UJY1	P08238	0
Q96AX1	O43464	0
Q9H160	P51003	0
O75400	Q9BUL9	0
P18621	P52597	0
Q9UL15	Q13618	0
Q13573	Q9NX70	0
O75934	Q7Z494	0
O00471	Q8TCX1	0
Q8N201	Q9BWH6	0
Q96DV4	P62913	0
Q9Y232	P42345	0
Q13596	O43676	0
Q9UDY8	P59780	0
Q08345	Q96ED9	0
Q13393	Q6P9B9	0
O75886	O43318	0
Q9HCG8	Q8WVM7	0
Q6VMQ6	O14983	0
Q6ZW49	Q9UKL0	0
Q9UI95	P22455	0
Q7Z6J9	Q9NUL7	0
Q9Y4B6	O75052	0
O96017	Q9H490	0
O60231	Q9ULM3	0
Q13084	Q71F23	0
Q8NCM8	O60313	0
O14965	O14757	0
P61244	Q96ST3	0
Q9HCS7	P49757	0
P49642	Q9UI09	0
P18074	Q13451	0
Q9NRA8	O14964	0
P84243	Q9H9B1	0
P46934	Q03135	0
Q92878	Q8IZH2	0
P21926	O95299	0
P42695	Q9ULK4	0
P08865	Q13523	0
Q9UQ53	P01137	0
Q14160	P26368	0
Q92643	P21709	0
Q13546	O75175	0
Q92618	P49368	0
Q12904	Q9H7Z6	0
Q9NWR8	Q8N201	0
Q13084	P61254	0
Q14573	Q9BT25	0
P50990	Q99570	0
Q14186	Q15022	0
Q9Y2W1	Q01844	0
Q9BQG0	Q9NX20	0
Q96GC5	Q00987	0
Q5XPI4	Q9NXF1	0
Q96CW1	O95782	0
P07437	Q7KZN9	0
Q13435	Q9Y4Y9	0
Q99459	Q7Z7H8	0
P84243	Q9UQ35	0
P11388	Q9Y3Y2	0
Q99683	Q8WVB6	0
Q53GS7	Q15572	0
Q96EP0	Q92888	0
Q9BT25	Q6R327	0
Q86XI2	Q96CW5	0
Q13523	P27635	0
O00217	O60271	0
Q07864	Q9HCE1	0
P06748	P35251	0
Q9H0F6	Q9NS73	0
Q06609	Q9Y5P8	0
Q13435	Q7L2Z9	0
Q13596	P68104	0
P46783	Q9UIG0	0
Q14137	Q7L2E3	0
Q9BYD6	Q9H7D7	0
O00566	Q53T94	0
Q9NRR6	P55196	0
Q99720	P21709	0
Q8TEW0	P02675	0
P30876	O95613	0
Q96QC0	Q9NY12	0
Q14137	Q8N3Y1	0
P62899	Q9Y232	0
P46934	P49815	0
Q13243	Q53GS7	0
Q16585	O60716	0
P35269	P55060	0
P30154	Q9NXB0	0
Q15393	P54652	0
Q8NE86	Q9BUN8	0
Q15750	Q15596	0
P19838	P02675	0
Q8TDY2	P61201	0
Q9UKL0	Q9UPN9	0
P52294	Q15633	0
O43318	Q9Y2X7	0
Q92572	Q9NZ08	0
Q9GZY4	Q96S52	0
P27635	O43290	0
O00311	P16104	0
Q9H4L4	Q02153	0
O75175	P16104	0
P62750	Q9NYK5	0
Q9NUL7	P19338	0
Q16540	P05388	0
Q8TCC3	Q9UKZ1	0
Q96JG6	Q8IUR0	0
Q5HYA8	Q07157	0
O95639	Q9NZE8	0
P62424	Q12955	0
Q00839	P46199	0
O15355	Q4U2R6	0
P49821	Q01844	0
Q92830	Q53HL2	0
Q96HR3	P53803	0
P07948	Q14152	0
P22090	P02747	0
Q92797	P49757	0
Q71F56	P24928	0
Q05397	O00268	0
P36507	Q92990	0
P40227	Q2M389	0
O43292	O15120	0
Q2VPB7	Q9P0U4	0
Q14185	Q9Y297	0
Q9NRX2	P46783	0
Q9BYD2	P62847	0
P00395	Q9P0J0	0
P48643	O95983	0
P49643	P54277	0
Q9UJC3	Q9BSJ2	0
Q15054	P01033	0
Q9H9J2	O00541	0
Q12768	Q6IBW4	0
P05387	Q15477	0
P52630	P50570	0
O75400	P19338	0
Q71U36	Q96MW5	0
Q5TKA1	Q9BTC8	0
O95983	Q12834	0
P19838	P08670	0
Q86TS9	O15446	0
O75461	Q5PSV4	0
P39023	O43390	0
P61927	Q9P015	0
Q00987	P19338	0
Q92878	Q12873	0
P24539	Q9H0U3	0
Q8TAA9	O14936	0
P02792	P60866	0
P98170	Q9UKV3	0
O00750	Q9Y2J2	0
O75717	Q5T653	0
P55884	Q9BTC8	0
Q02878	Q9BRJ2	0
P56181	Q9H490	0
Q92974	P25054	0
P62277	P54132	0
P67775	Q92888	0
Q96CB8	Q15526	0
Q96KQ7	Q14839	0
Q9NX20	Q7Z4H7	0
Q9BZJ0	Q9Y2J2	0
Q86XI2	Q9UKV5	0
Q96FV9	Q16540	0
O00443	Q92888	0
Q9Y605	P05388	0
Q13671	Q8WVB6	0
O14757	O14974	0
Q14192	Q8NBT2	0
Q9HCG8	P61254	0
Q9BYD6	Q53T94	0
O14744	Q9P0U4	0
P05067	Q14145	0
O00203	P62277	0
Q6DD88	P55060	0
Q5BKZ1	P49756	0
Q96LT9	P05388	0
P46199	Q6P161	0
Q96JG6	Q9UP83	0
Q9UPN9	Q13620	0
Q93074	O95453	0
P46783	Q15573	0
P42224	Q7KZN9	0
Q15054	Q09328	0
P49711	P52272	0
Q9P015	Q12874	0
Q7L8L6	P50281	0
Q9NVA2	Q9NX20	0
Q96H22	P78345	0
P57678	Q6R327	0
Q8IU60	Q7Z4H7	0
Q13574	Q9BX63	0
Q12905	P26641	0
O75533	O00541	0
Q8TEQ6	Q92878	0
Q9UNP9	O14617	0
Q15477	P49768	0
Q8N3P4	Q7L8L6	0
P52630	Q9UJX3	0
P46782	Q7Z2W9	0
Q9P0M9	P05388	0
Q15554	Q92797	0
Q9BRV8	Q13576	0
O95817	Q9HCS7	0
Q14186	Q9C086	0
Q9H4B6	P46736	0
Q13616	P17987	0
Q5T653	Q5BKZ1	0
P11362	Q13501	0
Q96EP0	Q68E01	0
Q9NS69	Q86TM6	0
P49643	P54652	0
P23246	Q01844	0
P49642	P28370	0
P51172	Q9NRI5	0
Q8WVT3	Q9UKZ1	0
Q15751	Q13263	0
Q9BX63	Q92562	0
Q13084	O75533	0
O95782	O60282	0
Q13243	Q7L2E3	0
Q13188	Q86TS9	0
Q8TAA9	P29590	0
P06241	O75822	0
Q15007	Q13330	0
O60306	Q92974	0
Q9NX70	Q96DF8	0
O95453	Q8WYQ5	0
Q6I9Y2	Q9P015	0
P02751	P11362	0
O14974	Q9Y2T2	0
P25445	O15360	0
Q96B97	Q14573	0
Q9H0U3	O14662	0
Q9BZJ0	Q9BPX6	0
P40227	Q92888	0
P23396	O75533	0
Q15544	Q9NX20	0
Q9H9J2	Q53GS7	0
Q15544	Q7Z4H7	0
Q00765	O43674	0
Q9BQA1	O15116	0
Q9UHA3	O15234	0
Q9UL63	P27635	0
P36897	Q68E01	0
P18124	Q9NV31	0
Q00653	Q9H9A7	0
Q8TEQ6	Q9H269	0
P46782	P84103	0
P62750	Q7L2Z9	0
Q9Y296	O14777	0
O94763	Q9ULG1	0
P52630	P49354	0
P39023	Q9P0U4	0
Q00610	Q8IU81	0
O60306	P09038	0
P83436	Q9UG01	0
P01112	P05164	0
P32004	P18084	0
Q99832	Q9P0U4	0
P38919	Q9Y5P8	0
Q92616	Q7L8L6	0
Q15054	P62829	0
O95983	Q15542	0
Q96ST3	Q9UKB1	0
Q96FJ2	Q9NR82	0
Q8WTW3	Q9UHI6	0
Q969H0	Q9Y4A5	0
O95251	Q9NWB7	0
Q6MZP7	P28370	0
Q96GC5	Q9NW64	0
Q8TEX9	Q75QN2	0
Q53GS7	P32969	0
Q5T653	P60866	0
Q9Y2J2	Q15572	0
Q05397	Q9Y2X9	0
Q9Y6D9	O75385	0
P01871	Q13188	0
Q01970	P03928	0
Q14839	A0JLT2	0
P49711	Q9NP66	0
P38936	P20248	0
Q15047	Q2M389	0
Q15751	Q92616	0
O15550	Q12888	0
Q9UM13	P49757	0
P20339	Q12874	0
Q8IWZ6	Q6R327	0
P50914	Q96BT3	0
Q8WYQ5	O60832	0
P16220	O75822	0
Q9P015	O14561	0
Q9NXR7	O95271	0
Q9NVC6	Q15788	0
Q14145	O96019	0
Q13573	Q9H1B7	0
P41252	Q8WXD5	0
P02792	Q9UHA3	0
P01009	Q08722	0
Q02539	P62753	0
P51948	P22455	0
Q9H9J2	P62841	0
O75448	Q9UPZ3	0
P62277	O95793	0
O60282	Q9NRI5	0
P01009	P22090	0
O60885	O75052	0
P16989	Q9P0U4	0
Q96SB4	Q9BUL9	0
Q96N67	Q92830	0
Q9H9J2	P03915	0
P20585	Q9H944	0
O14980	Q9Y385	0
P35249	P28370	0
Q9UJC3	Q9UID3	0
P28676	P01011	0
Q8WUQ7	P46783	0
P62917	Q7Z7H8	0
Q5HYA8	P55060	0
P62269	Q7Z2W9	0
Q2VPB7	O15027	0
Q9NUX5	Q00613	0
Q9UJX3	Q9UJY1	0
P84098	O60231	0
Q15477	Q12768	0
Q9NX24	P32969	0
Q9Y4A5	Q6PI98	0
O14757	Q8IUR0	0
P52294	Q9BUR4	0
O14965	P49356	0
P51955	O14964	0
Q7L2E3	Q15572	0
Q14573	Q15853	0
Q8WTW3	Q6NSJ5	0
P61803	P57678	0
Q9P0U4	Q12834	0
Q08379	Q9H270	0
Q9Y2W1	P07910	0
Q9NVX0	P46940	0
P02675	Q8WYA6	0
Q5T653	Q07021	0
O75052	A8K8P3	0
P32004	O95251	0
Q9Y265	Q9Y4Z0	0
P11940	P43243	0
Q9ULM3	Q13576	0
O96008	O14974	0
P61201	P55196	0
Q9P015	Q15287	0
Q9HCE1	Q92990	0
Q9ULK5	Q07955	0
Q9Y2T2	Q92616	0
O43678	P36542	0
Q06323	Q9NUL7	0
Q96EY7	Q15633	0
Q13393	Q9H269	0
Q92797	Q00653	0
P61254	Q9H2W6	0
Q8N1B4	Q12955	0
P23396	P09001	0
O95347	Q8WXD5	0
O00443	Q96LI5	0
P02751	Q9NXB0	0
Q14573	P00450	0
Q9UJX3	Q6MZP7	0
Q13153	P61244	0
Q96ES7	O14777	0
Q96EP0	P36507	0
P11362	P22455	0
Q96KQ7	Q08945	0
Q9UKL0	O00443	0
O14593	Q9H4B6	0
O75376	Q15084	0
Q7Z2W9	P15311	0
Q13671	P28340	0
Q99683	Q9NRL2	0
Q8N3U4	Q92630	0
O75446	Q14258	0
P84243	P01871	0
Q02539	Q15573	0
Q71U36	Q92888	0
Q08209	P30153	0
O15550	P04637	0
P49354	P62917	0
O15259	Q8TAM1	0
Q9BZD4	Q92797	0
Q8WYQ5	Q96PV6	0
P36507	P61073	0
Q99832	O15047	0
Q9UL63	Q16540	0
Q9BZJ0	P08865	0
P68431	O95983	0
P57678	P04049	0
P05388	Q9NYV4	0
Q13435	Q9NYY8	0
Q6DD88	O60271	0
A8K8P3	O95707	0
O43464	Q9NX20	0
Q8WUQ7	Q08945	0
Q71U36	P49368	0
Q96CW5	O15078	0
P51825	Q14980	0
P46782	Q8WYA6	0
P54132	P49356	0
O94927	Q9UPV0	0
P51948	Q9P2K3	0
Q8TCX1	Q68EM7	0
Q96JG6	O00203	0
Q96H22	Q12849	0
Q14318	Q9Y3D6	0
Q8WUM0	P35637	0
Q15477	Q9UQ35	0
Q13042	P06213	0
P24385	Q07864	0
Q69YN4	P62258	0
Q96EB6	Q9P015	0
Q9Y232	Q96DF8	0
Q96SB4	Q9NYK5	0
Q96IZ0	P21926	0
P52294	P67809	0
Q68CZ6	P78395	0
P06576	O43676	0
Q13563	Q9BT25	0
Q04721	Q9UIW2	0
O75446	Q92993	0
P27986	O75051	0
Q9Y2J2	Q15528	0
P67809	P62701	0
Q13049	P49754	0
Q9BYD1	Q9NR30	0
Q8IZH2	Q15637	0
Q9P0M9	Q16629	0
Q9BQ95	O75717	0
Q9UG63	Q96T37	0
Q14258	Q92830	0
Q15633	Q9UKV3	0
Q92896	Q13683	0
P49406	Q8TEX9	0
P02792	Q9BUR4	0
P35226	Q6P4R8	0
Q13247	P06748	0
O95817	Q8N201	0
P62847	Q8TAA9	0
Q9H8E8	Q9UPN6	0
Q12904	P57740	0
P62753	Q9UII2	0
P51608	Q5EBL8	0
Q96EY7	P32969	0
Q9UNP9	Q8NBZ0	0
P03905	P61586	0
P08579	Q9NYY8	0
Q9UPZ3	Q8WVB6	0
Q9Y2X0	Q9BZM5	0
P27635	Q9H2W6	0
Q14258	P02675	0
Q8TAT6	P23508	0
Q9HCK8	Q96DF8	0
Q9ULM6	Q9BZK7	0
O75822	Q15054	0
Q9Y232	Q9NQ50	0
Q5PSV4	P01011	0
P49642	Q9H8E8	0
Q9Y4K3	P62829	0
Q9UNH7	Q02750	0
P25490	O43318	0
P36507	Q9UQE7	0
Q5XPI4	P62826	0
Q13426	Q15545	0
O14936	O75051	0
Q15428	Q9ULM3	0
Q13352	Q7L2E3	0
Q9BQQ3	Q9UKZ1	0
Q5T653	O43395	0
O00750	P50570	0
Q05397	O95613	0
Q13576	Q15545	0
Q53HL2	Q99741	0
Q7Z4N8	O95071	0
O94906	Q9ULM3	0
P06493	Q9Y2X7	0
Q02539	P11802	0
Q8N3P4	Q71F23	0
Q15554	Q9NY12	0
O60231	Q9Y2J2	0
Q9H251	Q9ULM3	0
Q96AP0	P54652	0
Q6P2Q9	Q9UID3	0
Q53GS7	Q8IYB3	0
Q07020	Q13472	0
O75317	P42345	0
Q6ZW49	Q9Y3B4	0
Q9H840	O95149	0
Q02750	P62834	0
Q9BUR4	P08865	0
Q9NPJ6	O60282	0
O14965	P28340	0
O75694	Q15084	0
P06756	Q9NZ08	0
Q9H9A5	P21675	0
P78357	Q9HC52	0
Q9Y6K9	Q7Z4H7	0
Q92878	O95602	0
Q86U70	Q9UPN6	0
O75175	Q15836	0
O75822	Q16342	0
P62857	P84103	0
Q8WW35	Q13426	0
P40937	Q8IUR0	0
P36954	O60934	0
O60907	Q9UL03	0
O95347	Q9BZK7	0
O43752	Q14186	0
P62277	Q13523	0
Q8TCC3	Q8IYB3	0
O94927	O15111	0
Q9P015	Q9Y6M9	0
Q13153	O95613	0
P61353	Q9NY12	0
Q9NS69	P18074	0
P49643	Q8WVB6	0
Q02878	Q9BYD2	0
P51003	Q9Y2Q5	0
Q96H22	Q9BYC9	0
Q96N67	Q9H269	0
Q9Y6M9	P46940	0
Q9UBU8	Q9H7D7	0
Q96CS2	Q9H7D7	0
Q6WCQ1	P15056	0
O14974	Q13490	0
Q9UKM9	P16104	0
P03928	O43676	0
Q9UL15	P0DMV9	0
Q9BYC9	Q99575	0
Q00987	Q5PSV4	0
Q96HW7	Q71U36	0
Q96G25	Q8NBZ0	0
P28676	Q14181	0
Q00987	Q6WCQ1	0
Q13049	Q8WUW1	0
P06213	Q9UBV2	0
Q9UHA3	Q8IXM3	0
Q9BRV8	Q08379	0
Q96EB6	Q16514	0
O75306	Q15477	0
Q7L2E3	Q9ULG1	0
P78527	Q8IUR0	0
Q9NPJ6	Q9Y6J0	0
P05387	Q9Y3Y2	0
Q9Y3B7	Q9NW64	0
O95169	Q9Y297	0
Q04725	Q8WUQ7	0
P35226	Q9Y297	0
O00566	Q16540	0
Q9H2F5	O14776	0
P35251	Q96GC5	0
P49406	O15234	0
P05387	Q9BYC9	0
Q6UB99	Q96ED9	0
Q8TBF4	Q13243	0
O75533	Q9NPE3	0
Q86XI2	Q7L8L6	0
Q15836	P61586	0
P49207	Q9NR30	0
O75717	P28340	0
Q49AN0	Q12874	0
O43464	O95271	0
Q9UHV9	O43464	0
Q92878	Q99871	0
Q8N1B4	Q68E01	0
P63165	Q9Y570	0
Q8TAG9	Q9BZM4	0
O43920	P36542	0
P62841	P54198	0
Q14318	Q8IU81	0
Q8WVS4	Q9BPX6	0
P78371	Q07666	0
Q9UL46	O14763	0
O15042	P62841	0
Q99832	Q13769	0
Q9BTU6	Q8IUR0	0
O43752	Q9NRI5	0
Q9UPV0	Q9NVX0	0
Q92896	P41743	0
Q12849	Q15573	0
Q9H2F5	Q9NXF1	0
Q8IVD9	Q9H269	0
Q15477	P62913	0
O94906	Q9Y265	0
P62241	O14910	0
P19447	P21675	0
P40763	P02746	0
Q96FC9	Q15428	0
P35251	Q07021	0
Q15836	Q9Y4E1	0
Q16533	P46940	0
O95613	O15446	0
Q96Q05	Q14498	0
P08621	Q96EY7	0
O95453	A0JLT2	0
Q9BZM4	Q6R327	0
Q53GS7	Q15633	0
P84098	Q71F23	0
Q9UJC3	O00287	0
Q15393	P17987	0
P28370	Q53GS7	0
P42695	Q9H490	0
Q9BX63	O00268	0
O60306	Q92888	0
Q13426	Q7Z4H7	0
Q9BYC9	Q9BU64	0
O00471	Q68CZ6	0
Q7KZN9	Q9UII2	0
Q9UI95	P04049	0
Q6DD88	P62987	0
Q9GZL7	Q16630	0
Q07866	O75317	0
Q6P2Q9	P49959	0
P09001	Q9NYV4	0
P06241	P52435	0
P46778	Q99575	0
Q96EZ8	Q05519	0
Q96CW5	O95067	0
P78371	O14964	0
Q71U36	Q12768	0
P11388	Q6P4R8	0
Q9UBW7	Q9P0U4	0
Q9HD33	Q02878	0
Q16623	O14662	0
Q96GY3	Q15329	0
P62857	P19338	0
Q8TEQ6	Q8IYH5	0
P17181	Q6P4R8	0
Q9UBB9	O15116	0
P16298	Q9UIW2	0
P01011	Q92888	0
Q9GZY4	Q8IWT6	0
Q9UJX3	P49005	0
Q15836	Q9UID3	0
Q96SB4	Q6P1X5	0
Q13309	Q8WVB6	0
Q8NBT2	P60953	0
Q15025	P08670	0
Q9UNH7	Q13049	0
Q14562	Q96G21	0
Q9NRX2	P62847	0
Q07157	Q92620	0
O14593	P30154	0
Q15836	Q96LI5	0
Q9UPS6	Q9BYB0	0
P57678	O95149	0
Q71U36	Q9UP83	0
Q9NRR4	Q07021	0
P40938	Q96ED9	0
P19838	Q5BKZ1	0
O14593	Q8IU81	0
P32121	P17706	0
Q96PV6	O15446	0
Q7L8L6	Q16795	0
Q96Q05	Q9BSJ2	0
O95835	O60282	0
O15379	Q9Y6D9	0
Q9H9A5	Q06609	0
P12755	O43739	0
Q96SB4	Q6IPU0	0
Q15025	Q9H8E8	0
Q9BUR4	Q15393	0
Q15477	P32969	0
O75436	Q9HB71	0
Q96EY7	Q06323	0
Q9HAF1	P29374	0
Q13547	Q9HCK8	0
Q9UKG1	O95456	0
Q9UPN9	Q9NX20	0
O00471	Q7L1Q6	0
O75146	Q99741	0
Q71U36	P42695	0
P26373	Q9H2W6	0
Q8TDY2	P11388	0
O95059	Q9Y4W2	0
Q07157	P18065	0
Q9UL15	Q96AP0	0
P62750	Q15427	0
Q6WCQ1	Q12965	0
Q9P015	Q9NR30	0
Q8N3U4	Q9H0D6	0
Q6IEG0	P46940	0
O00471	Q8N3P4	0
P17980	Q9P0U4	0
Q8N201	P52701	0
O14662	O14763	0
Q9BQ87	P56181	0
Q05397	Q9ULM3	0
Q6P4R8	O60832	0
P21926	P46940	0
P04626	O14980	0
Q86YF9	O75052	0
Q9BUR4	P39019	0
P07814	O75317	0
Q8IXM3	Q9UQ35	0
O94906	Q9ULK5	0
Q9HCG8	P00519	0
P39019	Q6P161	0
Q9UJC3	Q53GS7	0
Q9H2F5	P25054	0
P78371	Q96DI7	0
P09001	P15311	0
Q16623	O75051	0
P62979	Q7KZ85	0
Q8IVD9	P49368	0
Q8NFD5	O95835	0
Q9NX24	P08865	0
Q96N67	Q9NTJ3	0
P40337	Q9UL33	0
P04626	Q13535	0
P84103	Q12873	0
Q6I9Y2	Q7Z7F7	0
Q8IYU8	Q16585	0
Q9BRD0	Q96BT3	0
Q9UI95	Q16891	0
Q969N2	Q9UL63	0
O75818	P62841	0
Q9H1B7	O60885	0
P35568	Q8WUI4	0
O95347	Q5SXM2	0
P54105	Q9HCS7	0
P62899	Q9Y2T2	0
P50914	Q13523	0
O95402	O95782	0
P46783	Q96G21	0
Q9UBU8	P52815	0
P63151	Q9ULG1	0
P49711	Q6PGP7	0
Q8N1B4	P42695	0
O75586	Q6P4R8	0
Q92878	P28370	0
Q13330	Q96CB8	0
Q9UP83	P17544	0
Q96JC1	O14974	0
O43524	Q9UL03	0
P08670	P49756	0
P18124	Q9NUL7	0
Q9HBM1	Q9NVX0	0
P57740	O14980	0
Q13813	Q13131	0
P25445	Q92888	0
Q13435	Q9NWU5	0
Q9Y2J2	Q03111	0
Q15751	Q07866	0
O00213	Q92990	0
Q96CW5	Q99570	0
Q9Y2J2	O94887	0
O75530	O60934	0
P42345	P21709	0
Q9UMN6	Q9Y6M9	0
Q96FC9	Q9P0S2	0
Q96JG6	Q99570	0
Q9HBM1	Q9Y6M9	0
O43303	O95071	0
Q86UW6	Q92888	0
O95453	P62906	0
Q00987	Q13435	0
Q9BQG0	Q96LT9	0
Q9BQA1	Q9H9B1	0
O15047	P46783	0
P23396	Q9UHA3	0
Q53T94	O15234	0
Q8TBF4	P49711	0
P02792	O95453	0
Q9BUR4	P17987	0
P78527	O60271	0
Q13535	Q68E01	0
Q9UNP9	Q6UN15	0
P02751	P21926	0
Q15054	Q96CW5	0
Q15836	Q9BUE0	0
P46783	O60313	0
Q9P0M9	Q07021	0
Q02539	Q9NV31	0
Q16594	O00541	0
P35251	Q15573	0
Q92797	P50613	0
Q8IZL8	P46777	0
P49406	Q96S59	0
O43395	O95149	0
Q15185	O94763	0
Q9NY12	Q99873	0
Q9BZM4	Q16891	0
Q12873	Q8IYB3	0
P61513	Q9Y5B6	0
Q9NWU5	O14561	0
Q9GZY4	P51970	0
Q08379	Q53HL2	0
Q02153	Q9P0U4	0
Q8NCM8	O75530	0
Q13188	O43674	0
Q9BYD2	P0C0S5	0
Q14186	Q14839	0
Q14980	Q00613	0
P22087	Q96DZ1	0
Q9NWB7	Q8IWT6	0
Q96N67	Q16533	0
P03905	Q96DV4	0
Q9Y6M9	Q8NBT2	0
Q13574	Q9UI95	0
Q92974	P60842	0
Q96LT9	Q9P013	0
O94927	Q01201	0
Q13523	Q15545	0
Q6P4R8	Q9NPF5	0
Q13557	Q6P1X5	0
P46778	Q6IPU0	0
Q96EX3	Q13888	0
Q96EP0	Q8N201	0
Q13563	Q9H490	0
Q9H0H0	Q96MW5	0
P52294	Q9NQC1	0
Q9BRJ2	Q9H7D7	0
Q9H490	O43676	0
P49643	P46940	0
Q8TEX9	P42345	0
Q8WTW3	P03886	0
O75380	Q92889	0
Q99832	P49005	0
Q15477	Q92878	0
Q9BYD6	P62899	0
P03905	Q08345	0
Q9H7D7	Q9Y605	0
P22681	P55196	0
Q8TAA9	O95402	0
Q02539	P62424	0
Q5TKA1	P24864	0
Q8TCC3	P49643	0
Q13243	Q7Z2W9	0
P35226	Q96L91	0
P08311	P07437	0
Q9NRX2	P52597	0
Q6VMQ6	O94776	0
Q12906	Q03188	0
Q7KZN9	Q9Y3D6	0
P46779	Q96BT3	0
Q92572	Q8IWT6	0
O95167	P51808	0
Q9NQB0	Q9UNE7	0
P06241	P08670	0
P51587	Q9Y2X9	0
Q13247	P06241	0
O95298	Q6NSJ5	0
Q13131	Q9H2W6	0
P13984	Q9BTC8	0
Q6WCQ1	Q00839	0
O60313	Q96DF8	0
Q15573	Q9BU64	0
O94927	P19838	0
Q9UL46	P62495	0
Q9Y3R0	P02675	0
Q12955	O60462	0
Q9H3R5	Q9Y4B6	0
Q9BZJ0	Q9NRX2	0
Q9BYD6	Q9BRD0	0
P46937	Q13617	0
Q08722	Q9UII2	0
O15047	Q9UQ35	0
Q9P0M9	P61254	0
Q5BKZ1	P62314	0
Q9UL46	Q9H490	0
P24385	Q8NBT2	0
Q9GZY4	P17568	0
Q8TEQ6	P28340	0
Q8NCM8	P41223	0
Q9H9J2	Q9NYV4	0
Q07866	Q13426	0
O60508	Q8WVB6	0
Q96JG6	Q86XI2	0
Q9UKG1	P49848	0
P17980	Q96KQ4	0
Q96Q05	Q9Y6D9	0
O75717	Q13501	0
O75533	P62277	0
P50552	Q9P0U4	0
P33176	Q5T011	0
Q6PGP7	Q99575	0
O95831	P01011	0
Q9HCS7	Q7Z7H8	0
O15047	Q15637	0
O15042	P50914	0
Q9BX63	Q9H9Y6	0
Q9UG01	Q9UPV0	0
O00257	Q86UD0	0
Q9UG01	Q92888	0
O75461	Q9NS73	0
P78347	Q9BYM8	0
P50570	Q16795	0
P39023	Q92974	0
P50914	Q53T94	0
P84098	Q9BUR4	0
P61981	O15504	0
O14867	Q15788	0
P36507	P01116	0
Q14318	Q9H0H0	0
P18615	Q8N3P4	0
P22090	Q9UQE7	0
P17676	Q8TDH9	0
Q9GZS1	Q9NUL7	0
P62244	Q9NV31	0
Q9HD33	Q6IPU0	0
Q96DV4	Q96I25	0
Q96HR3	Q13426	0
Q9BZJ0	P41743	0
P51805	Q7Z7K0	0
Q13405	P26373	0
P42224	Q6NSJ5	0
P07814	Q8N201	0
Q13501	Q16585	0
P49768	Q9UBV2	0
Q96H22	O75317	0
Q01970	Q12959	0
Q9UKM9	Q03188	0
O94763	Q6IBW4	0
Q9ULK4	Q2M389	0
O75146	O60271	0
P23396	Q9NWU5	0
Q9BYC9	P61313	0
P02545	P22415	0
Q96CW1	P63167	0
P49406	Q92599	0
Q9H4L4	P78345	0
P06241	P23508	0
Q5T653	O75251	0
Q9H0U6	O15234	0
Q00613	P49756	0
Q9BYC9	Q8N3U4	0
Q9P253	Q9UPV0	0
Q92616	Q9BWH6	0
Q96T58	Q9H7L9	0
Q96N67	Q86UW6	0
Q9BYD1	Q6IPU0	0
P11021	O60216	0
Q15477	P48643	0
O15027	Q13098	0
P08708	Q9GZL7	0
O14974	Q8WXD5	0
Q9NYK5	P62277	0
Q13049	Q9H1B7	0
Q9UPN9	Q9BWH6	0
Q8WTW3	Q9BUQ8	0
Q9P0M9	Q9UQ35	0
Q8WVB6	Q96ED9	0
Q92643	P32004	0
P39023	Q9GZS1	0
O14757	O43913	0
O15379	Q9NRA8	0
P61247	Q9Y2T2	0
Q9BX63	Q9P2K3	0
Q13309	Q92830	0
Q9Y232	Q9UI09	0
O15550	O15446	0
O15169	O43464	0
P54652	Q92831	0
Q96N67	P08238	0
Q15185	Q03468	0
Q9H4L4	P46783	0
Q15836	Q92990	0
Q9ULK5	Q9H7D7	0
Q15477	Q8IZH2	0
P35568	Q8WWI1	0
O15392	Q9P2W1	0
Q8N1B4	P04626	0
O15379	Q9UIV1	0
Q9BTC8	Q9ULM3	0
Q9H0E3	P17987	0
Q15054	P16615	0
Q9Y6K9	Q53T94	0
